youthidCUF,classidCUF,neg_indegree,neg_outdegree,neg_isolate,pos_indegree,pos_outdegree,pos_isolate,n_mutual_bfs,non_reciprocal,num_bfs
23460114,234601,4,2,0,2,5,0,2,3,5
23460115,234601,7,5,0,4,3,0,3,1,3
23460116,234601,1,5,0,2,4,0,1,4,4
23460119,234601,3,5,0,3,5,0,2,3,5
23460120,234601,2,5,0,2,5,0,2,3,5
24330210,243302,0,5,0,3,5,0,3,2,5
24330211,243302,2,0,0,3,5,0,3,2,5
24330217,243302,0,3,0,3,5,0,2,3,5
24330218,243302,0,5,0,3,5,0,2,3,5
24330219,243302,2,3,0,2,5,0,0,5,5
24330220,243302,0,3,0,3,5,0,2,3,5
24330223,243302,3,2,0,0,2,0,0,3,2
24330225,243302,0,5,0,0,2,0,0,3,2
24330227,243302,1,5,0,2,1,0,1,1,1
24330228,243302,3,4,0,1,5,0,1,4,5
24330312,243303,1,2,0,1,2,0,1,2,2
24330314,243303,0,1,0,1,5,0,1,4,5
24330316,243303,8,5,0,0,0,1,0,1,0
24330317,243303,1,2,0,2,4,0,0,5,4
24330318,243303,0,3,0,3,4,0,2,3,4
24330319,243303,0,3,0,2,4,0,1,4,4
24330320,243303,2,4,0,0,3,0,0,4,3
24330323,243303,0,1,0,1,5,0,1,4,5
24330325,243303,1,5,0,3,5,0,3,2,5
24870110,248701,4,5,0,2,4,0,2,3,4
24870111,248701,0,5,0,4,5,0,3,2,5
24870113,248701,0,4,0,4,5,0,4,1,5
24870114,248701,0,5,0,6,5,0,3,2,5
24870117,248701,0,5,0,7,5,0,5,0,5
24870118,248701,3,5,0,5,5,0,4,1,5
24870119,248701,12,5,0,0,3,0,0,4,3
24870120,248701,6,5,0,2,2,0,2,1,2
24870121,248701,0,2,0,2,5,0,2,3,5
24870122,248701,0,4,0,3,5,0,3,2,5
24870124,248701,7,4,0,2,1,0,1,1,1
24870125,248701,0,2,0,3,5,0,3,2,5
24870126,248701,3,5,0,3,5,0,2,3,5
24870127,248701,6,3,0,2,1,0,1,1,1
24870128,248701,0,4,0,4,4,0,4,1,4
24870129,248701,0,4,0,4,5,0,3,2,5
24870511,248705,1,5,0,4,5,0,3,2,5
24870512,248705,0,0,1,5,5,0,4,1,5
24870514,248705,0,4,0,8,5,0,4,1,5
24870515,248705,2,5,0,4,5,0,4,1,5
24870516,248705,1,0,0,5,4,0,3,2,4
24870517,248705,7,4,0,2,3,0,2,2,3
24870518,248705,1,2,0,1,1,0,1,1,1
24870519,248705,8,3,0,0,4,0,0,5,4
24870521,248705,3,3,0,5,5,0,5,0,5
24870522,248705,1,4,0,5,5,0,5,0,5
24870524,248705,1,4,0,1,1,0,0,2,1
24870526,248705,3,3,0,2,4,0,1,4,4
24870527,248705,6,5,0,2,4,0,2,3,4
24870528,248705,0,3,0,3,3,0,3,1,3
25450110,254501,0,2,0,5,5,0,5,0,5
25450111,254501,1,3,0,3,4,0,3,2,4
25450112,254501,4,0,0,4,3,0,3,1,3
25450113,254501,6,4,0,3,3,0,3,1,3
25450114,254501,1,5,0,2,3,0,0,4,3
25450115,254501,6,3,0,2,2,0,1,2,2
25450116,254501,0,5,0,6,5,0,4,1,5
25450117,254501,1,5,0,5,5,0,3,2,5
25450118,254501,11,0,0,0,0,1,0,1,0
25450119,254501,4,0,0,3,3,0,3,1,3
25550210,255502,0,1,0,5,4,0,2,3,4
25550212,255502,1,5,0,1,3,0,1,3,3
25550214,255502,0,4,0,3,5,0,1,4,5
25550216,255502,2,5,0,1,2,0,1,2,2
25550217,255502,13,2,0,1,5,0,0,5,5
25550218,255502,1,0,0,4,5,0,3,2,5
25550219,255502,5,2,0,5,4,0,2,3,4
25550220,255502,1,1,0,2,2,0,1,2,2
25550221,255502,3,1,0,5,4,0,2,3,4
25550223,255502,1,1,0,0,4,0,0,5,4
25550224,255502,0,5,0,1,5,0,1,4,5
25550226,255502,0,3,0,3,5,0,2,3,5
25550410,255504,0,5,0,9,5,0,5,0,5
25550411,255504,0,5,0,6,5,0,4,1,5
25550415,255504,6,1,0,2,4,0,2,3,4
25550417,255504,6,2,0,0,3,0,0,4,3
25550418,255504,0,4,0,3,5,0,2,3,5
25550419,255504,2,2,0,2,5,0,2,3,5
25550421,255504,2,1,0,3,4,0,3,2,4
25550422,255504,7,4,0,2,4,0,2,3,4
25550423,255504,0,1,0,5,4,0,4,1,4
25550425,255504,0,1,0,3,5,0,3,2,5
25550426,255504,1,5,0,2,5,0,1,4,5
25550428,255504,0,1,0,4,2,0,2,1,2
25550429,255504,0,5,0,5,4,0,3,2,4
25550430,255504,1,3,0,3,5,0,3,2,5
25550432,255504,1,5,0,4,3,0,2,2,3
25700110,257001,2,4,0,0,3,0,0,4,3
25700111,257001,0,2,0,1,3,0,0,4,3
25700114,257001,2,3,0,1,2,0,1,2,2
25700117,257001,5,5,0,2,2,0,2,1,2
25700121,257001,0,5,0,1,5,0,1,4,5
25700122,257001,2,3,0,2,5,0,2,3,5
25700211,257002,2,5,0,2,3,0,2,2,3
25700212,257002,0,3,0,5,5,0,4,1,5
25700217,257002,0,1,0,3,3,0,2,2,3
25700220,257002,4,4,0,3,5,0,2,3,5
25700221,257002,0,2,0,1,1,0,1,1,1
26100111,261001,2,1,0,2,2,0,1,2,2
26100112,261001,2,1,0,6,5,0,4,1,5
26100115,261001,0,1,0,5,5,0,4,1,5
26100116,261001,0,1,0,0,5,0,0,5,5
26100117,261001,0,4,0,6,5,0,3,2,5
26100118,261001,4,2,0,1,4,0,0,5,4
26100123,261001,0,1,0,5,5,0,3,2,5
26100124,261001,0,2,0,2,5,0,2,3,5
26100126,261001,0,2,0,5,3,0,3,1,3
26100127,261001,0,3,0,2,5,0,1,4,5
26100211,261002,0,5,0,7,5,0,4,1,5
26100212,261002,0,4,0,3,3,0,3,1,3
26100215,261002,1,4,0,4,4,0,4,1,4
26100216,261002,0,4,0,5,3,0,2,2,3
26100217,261002,0,2,0,3,5,0,2,3,5
26100218,261002,0,4,0,3,5,0,3,2,5
26100219,261002,3,5,0,0,3,0,0,4,3
26100221,261002,3,1,0,2,3,0,1,3,3
26100223,261002,0,5,0,4,5,0,2,3,5
26100225,261002,5,3,0,1,3,0,1,3,3
26260110,262601,1,0,0,3,4,0,3,2,4
26260112,262601,3,2,0,0,1,0,0,2,1
26260114,262601,0,2,0,4,5,0,0,5,5
26260116,262601,0,1,0,1,5,0,0,5,5
26260117,262601,1,2,0,3,5,0,3,2,5
26260118,262601,1,3,0,4,4,0,3,2,4
26260120,262601,0,3,0,0,4,0,0,5,4
26270210,262702,2,1,0,0,2,0,0,3,2
26270211,262702,0,4,0,1,5,0,1,4,5
26270212,262702,2,3,0,2,3,0,2,2,3
26270213,262702,2,5,0,3,3,0,0,4,3
26270214,262702,0,4,0,2,5,0,2,3,5
26270215,262702,1,5,0,7,5,0,4,1,5
26270216,262702,1,3,0,5,5,0,2,3,5
26270217,262702,0,4,0,3,5,0,2,3,5
26270218,262702,1,4,0,4,5,0,3,2,5
26270219,262702,0,3,0,6,4,0,3,2,4
26270222,262702,6,5,0,2,5,0,1,4,5
26270223,262702,2,2,0,2,5,0,2,3,5
26270224,262702,3,2,0,3,4,0,3,2,4
26270225,262702,4,5,0,3,4,0,2,3,4
26270226,262702,1,2,0,3,3,0,0,4,3
26270410,262704,0,4,0,5,4,0,3,2,4
26270413,262704,2,2,0,3,5,0,2,3,5
26270414,262704,0,2,0,7,5,0,2,3,5
26270418,262704,1,5,0,6,3,0,1,3,3
26270419,262704,1,5,0,3,5,0,2,3,5
26270421,262704,4,3,0,3,3,0,2,2,3
26270422,262704,0,5,0,5,5,0,2,3,5
26270423,262704,6,5,0,2,4,0,2,3,4
26270424,262704,3,5,0,3,5,0,3,2,5
26270425,262704,1,5,0,3,5,0,2,3,5
26450112,264501,3,2,0,3,3,0,3,1,3
26450113,264501,6,5,0,2,3,0,2,2,3
26450117,264501,0,5,0,1,1,0,1,1,1
26450118,264501,5,1,0,1,1,0,1,1,1
26450121,264501,5,3,0,2,2,0,2,1,2
26450211,264502,8,5,0,2,3,0,2,2,3
26450216,264502,0,5,0,2,5,0,1,4,5
26450217,264502,0,5,0,1,3,0,1,3,3
26450218,264502,3,5,0,2,2,0,2,1,2
26450221,264502,0,5,0,2,5,0,2,3,5
26450223,264502,1,0,0,3,5,0,3,2,5
26450224,264502,7,0,0,2,2,0,2,1,2
28460110,284601,0,2,0,2,2,0,1,2,2
28460111,284601,1,2,0,6,5,0,3,2,5
28460114,284601,11,3,0,0,5,0,0,5,5
28460118,284601,0,2,0,4,2,0,2,1,2
28460122,284601,2,4,0,2,3,0,1,3,3
28460125,284601,0,1,0,5,4,0,2,3,4
28460126,284601,1,1,0,2,4,0,2,3,4
28460128,284601,4,3,0,2,5,0,1,4,5
28460311,284603,3,4,0,0,4,0,0,5,4
28460318,284603,4,2,0,0,5,0,0,5,5
28460319,284603,0,2,0,1,4,0,1,4,4
28460323,284603,0,4,0,1,2,0,1,2,2
28460324,284603,0,0,1,3,5,0,3,2,5
28460325,284603,0,3,0,1,2,0,1,2,2
28460326,284603,0,5,0,3,2,0,0,3,2
28870210,288702,5,4,0,1,4,0,1,4,4
28870211,288702,2,2,0,1,2,0,1,2,2
28870212,288702,1,1,0,2,3,0,2,2,3
28870215,288702,2,3,0,3,4,0,1,4,4
28870217,288702,0,1,0,2,3,0,2,2,3
28870218,288702,6,5,0,1,2,0,1,2,2
28870219,288702,1,5,0,2,2,0,2,1,2
28870220,288702,4,5,0,3,5,0,3,2,5
28870221,288702,1,3,0,2,3,0,2,2,3
28870224,288702,2,5,0,1,1,0,1,1,1
28870410,288704,0,5,0,2,4,0,2,3,4
28870412,288704,4,5,0,2,5,0,2,3,5
28870415,288704,8,5,0,2,3,0,2,2,3
28870417,288704,6,4,0,1,5,0,1,4,5
28870418,288704,6,5,0,1,5,0,1,4,5
28870420,288704,0,4,0,2,4,0,1,4,4
28870422,288704,0,3,0,2,5,0,1,4,5
28870423,288704,2,4,0,1,2,0,0,3,2
28870424,288704,0,4,0,6,5,0,4,1,5
28870427,288704,0,5,0,0,3,0,0,4,3
28870430,288704,3,5,0,4,5,0,2,3,5
29840210,298402,0,2,0,5,5,0,4,1,5
29840212,298402,9,1,0,1,3,0,1,3,3
29840213,298402,2,1,0,3,3,0,1,3,3
29840215,298402,0,4,0,5,5,0,4,1,5
29840216,298402,0,2,0,3,5,0,1,4,5
29840218,298402,6,1,0,2,3,0,1,3,3
29840220,298402,1,3,0,4,4,0,4,1,4
29840510,298405,0,3,0,6,4,0,3,2,4
29840513,298405,0,3,0,5,5,0,3,2,5
29840519,298405,1,4,0,3,4,0,1,4,4
29840520,298405,0,2,0,3,2,0,2,1,2
29840521,298405,4,3,0,0,5,0,0,5,5
29840522,298405,0,0,1,3,5,0,2,3,5
29840523,298405,1,5,0,4,5,0,3,2,5
29840526,298405,5,1,0,0,1,0,0,2,1
29840527,298405,1,3,0,3,4,0,3,2,4
29840528,298405,0,3,0,2,3,0,2,2,3
30030311,300303,3,2,0,3,2,0,2,1,2
30030312,300303,0,3,0,6,5,0,4,1,5
30030313,300303,4,5,0,3,5,0,2,3,5
30030315,300303,0,2,0,5,5,0,3,2,5
30030316,300303,1,4,0,4,5,0,3,2,5
31080110,310801,1,4,0,1,5,0,0,5,5
31080111,310801,2,4,0,4,5,0,1,4,5
31080112,310801,3,4,0,1,4,0,1,4,4
31080113,310801,1,5,0,4,5,0,2,3,5
31080114,310801,0,1,0,0,5,0,0,5,5
31080116,310801,4,2,0,2,5,0,1,4,5
31080117,310801,2,1,0,4,5,0,3,2,5
31080210,310802,4,5,0,2,4,0,2,3,4
31080211,310802,2,4,0,2,2,0,2,1,2
31080212,310802,8,0,0,0,0,1,0,1,0
31080213,310802,2,4,0,2,4,0,1,4,4
31080217,310802,2,5,0,2,2,0,2,1,2
31080219,310802,3,5,0,3,4,0,1,4,4
31080220,310802,3,5,0,3,4,0,3,2,4
31080221,310802,2,5,0,2,4,0,2,3,4
31350110,313501,1,3,0,5,5,0,2,3,5
31350111,313501,1,3,0,3,3,0,2,2,3
31350112,313501,1,4,0,4,4,0,2,3,4
31350113,313501,1,1,0,2,5,0,2,3,5
31350114,313501,1,2,0,3,4,0,3,2,4
31350117,313501,1,4,0,2,0,0,0,1,0
31350118,313501,3,2,0,3,3,0,2,2,3
31350120,313501,0,5,0,2,5,0,0,5,5
31350210,313502,1,1,0,2,5,0,2,3,5
31350211,313502,3,4,0,3,5,0,3,2,5
31350212,313502,1,5,0,2,2,0,2,1,2
31350213,313502,1,2,0,6,3,0,3,1,3
31350214,313502,0,1,0,1,5,0,1,4,5
31350215,313502,6,4,0,1,5,0,0,5,5
31350218,313502,2,1,0,5,5,0,4,1,5
31350219,313502,1,2,0,2,5,0,1,4,5
31350220,313502,4,1,0,2,2,0,2,1,2
31350222,313502,7,5,0,5,5,0,5,0,5
32940213,329402,1,1,0,2,3,0,2,2,3
32940214,329402,6,1,0,1,3,0,1,3,3
32940216,329402,0,4,0,2,5,0,2,3,5
32940217,329402,1,4,0,2,5,0,2,3,5
32940218,329402,1,4,0,4,4,0,2,3,4
32940219,329402,0,5,0,7,5,0,4,1,5
32940222,329402,3,3,0,2,5,0,1,4,5
32940223,329402,7,5,0,1,3,0,1,3,3
32940225,329402,1,5,0,3,5,0,3,2,5
32940226,329402,3,0,0,1,5,0,1,4,5
32940229,329402,6,4,0,1,5,0,1,4,5
32940310,329403,2,3,0,1,4,0,1,4,4
32940311,329403,0,4,0,1,5,0,1,4,5
32940312,329403,2,3,0,1,4,0,1,4,4
32940315,329403,1,0,0,2,2,0,1,2,2
32940318,329403,5,2,0,1,4,0,1,4,4
33930310,339303,1,4,0,4,5,0,4,1,5
33930312,339303,2,4,0,3,4,0,3,2,4
33930313,339303,0,4,0,5,4,0,3,2,4
33930314,339303,1,4,0,6,4,0,4,1,4
33930318,339303,0,5,0,3,5,0,3,2,5
33930319,339303,1,1,0,4,3,0,3,1,3
33930322,339303,1,1,0,2,5,0,2,3,5
33930324,339303,0,1,0,5,1,0,1,1,1
33930326,339303,2,2,0,5,4,0,3,2,4
33930613,339306,8,4,0,2,4,0,2,3,4
33930614,339306,0,1,0,7,5,0,4,1,5
33930615,339306,0,2,0,4,5,0,2,3,5
33930616,339306,0,1,0,7,5,0,4,1,5
33930619,339306,1,2,0,2,5,0,1,4,5
33930622,339306,0,4,0,3,5,0,2,3,5
33930623,339306,1,3,0,3,5,0,3,2,5
33930624,339306,2,0,0,1,2,0,1,2,2
33930625,339306,6,5,0,1,5,0,0,5,5
33930627,339306,0,2,0,2,2,0,2,1,2
33930628,339306,1,1,0,3,5,0,2,3,5
33930629,339306,1,5,0,1,5,0,1,4,5
35700111,357001,6,5,0,4,5,0,3,2,5
35700113,357001,4,1,0,0,1,0,0,2,1
35700116,357001,1,4,0,4,5,0,3,2,5
35700117,357001,0,4,0,1,3,0,1,3,3
35700119,357001,5,1,0,1,1,0,0,2,1
35700120,357001,0,5,0,4,3,0,2,2,3
35700121,357001,0,1,0,3,3,0,2,2,3
35700122,357001,2,0,0,1,5,0,1,4,5
35700123,357001,1,4,0,5,5,0,4,1,5
35700124,357001,0,3,0,4,3,0,3,1,3
35700210,357002,3,2,0,3,4,0,3,2,4
35700211,357002,2,4,0,2,4,0,2,3,4
35700213,357002,1,2,0,6,5,0,4,1,5
35700214,357002,15,2,0,0,0,1,0,1,0
35700215,357002,1,3,0,7,5,0,5,0,5
35700216,357002,1,1,0,2,4,0,2,3,4
35700217,357002,0,1,0,4,5,0,3,2,5
35700218,357002,1,2,0,1,4,0,1,4,4
35700220,357002,1,5,0,4,5,0,4,1,5
35700221,357002,0,2,0,6,5,0,5,0,5
35700223,357002,0,5,0,8,5,0,4,1,5
35770111,357701,0,5,0,1,4,0,0,5,4
35770112,357701,0,4,0,0,1,0,0,2,1
35770113,357701,0,5,0,3,2,0,2,1,2
35770114,357701,4,5,0,0,3,0,0,4,3
35770116,357701,2,5,0,4,5,0,3,2,5
35770118,357701,2,4,0,4,5,0,2,3,5
35770120,357701,7,4,0,2,4,0,1,4,4
35770121,357701,5,4,0,2,5,0,1,4,5
35770126,357701,0,4,0,3,1,0,1,1,1
35770127,357701,0,3,0,5,3,0,3,1,3
35770128,357701,2,3,0,0,5,0,0,5,5
35770511,357705,4,5,0,3,5,0,3,2,5
35770512,357705,2,5,0,8,5,0,5,0,5
35770513,357705,3,3,0,2,5,0,1,4,5
35770515,357705,6,5,0,2,4,0,2,3,4
35770516,357705,0,5,0,2,5,0,2,3,5
35770520,357705,3,5,0,3,5,0,3,2,5
35770521,357705,1,4,0,7,4,0,4,1,4
35770527,357705,1,1,0,5,5,0,5,0,5
35860111,358601,11,4,0,0,5,0,0,5,5
35860112,358601,5,2,0,1,5,0,0,5,5
35860114,358601,3,5,0,4,4,0,3,2,4
35860116,358601,1,0,0,3,5,0,2,3,5
35860117,358601,0,5,0,3,5,0,3,2,5
35860119,358601,0,1,0,5,5,0,1,4,5
35860120,358601,0,5,0,4,4,0,3,2,4
35860121,358601,0,3,0,3,3,0,2,2,3
35860122,358601,2,5,0,2,5,0,1,4,5
35860123,358601,0,4,0,1,5,0,1,4,5
35860124,358601,0,5,0,2,2,0,2,1,2
35860126,358601,0,5,0,6,5,0,3,2,5
35860127,358601,1,4,0,7,5,0,2,3,5
35860312,358603,6,2,0,2,2,0,1,2,2
35860314,358603,0,3,0,3,5,0,2,3,5
35860315,358603,3,0,0,5,5,0,3,2,5
35860316,358603,2,2,0,4,5,0,3,2,5
35860317,358603,0,4,0,3,5,0,3,2,5
35860319,358603,8,2,0,3,5,0,2,3,5
35860320,358603,0,1,0,5,5,0,4,1,5
35860321,358603,0,3,0,3,5,0,0,5,5
35860323,358603,1,1,0,4,5,0,3,2,5
35860324,358603,1,4,0,3,0,0,0,1,0
35860326,358603,1,3,0,3,5,0,3,2,5
35860327,358603,0,5,0,2,2,0,2,1,2
36190210,361902,0,2,0,3,5,0,3,2,5
36190211,361902,1,5,0,5,5,0,5,0,5
36190212,361902,1,0,0,6,5,0,5,0,5
36190213,361902,0,5,0,2,5,0,2,3,5
36190216,361902,10,2,0,0,2,0,0,3,2
36190218,361902,1,3,0,4,5,0,4,1,5
36190219,361902,0,3,0,3,5,0,2,3,5
36190220,361902,0,5,0,3,4,0,2,3,4
36190223,361902,0,3,0,2,4,0,1,4,4
36190224,361902,1,5,0,6,5,0,5,0,5
36190228,361902,1,5,0,2,5,0,2,3,5
36520210,365202,1,4,0,4,5,0,2,3,5
36520213,365202,0,3,0,2,2,0,2,1,2
36520214,365202,0,2,0,4,3,0,3,1,3
36520216,365202,5,5,0,2,5,0,1,4,5
36520218,365202,4,4,0,1,4,0,1,4,4
36520219,365202,4,2,0,2,2,0,2,1,2
36520221,365202,5,2,0,2,3,0,1,3,3
36520223,365202,1,5,0,1,2,0,1,2,2
36540110,365401,1,0,0,6,5,0,3,2,5
36540111,365401,4,4,0,3,5,0,3,2,5
36540112,365401,0,5,0,7,5,0,2,3,5
36540114,365401,2,2,0,3,3,0,3,1,3
36540115,365401,0,1,0,3,4,0,2,3,4
36540118,365401,1,2,0,3,5,0,2,3,5
36540119,365401,1,2,0,1,2,0,1,2,2
36540120,365401,3,5,0,2,5,0,2,3,5
36540122,365401,1,5,0,4,5,0,4,1,5
36540123,365401,2,5,0,4,5,0,4,1,5
36540124,365401,0,5,0,3,4,0,2,3,4
36540125,365401,1,3,0,2,3,0,2,2,3
36540211,365402,3,5,0,1,5,0,1,4,5
36540212,365402,0,2,0,4,5,0,3,2,5
36540213,365402,2,4,0,2,3,0,2,2,3
36540215,365402,4,0,0,2,3,0,2,2,3
36540216,365402,3,5,0,2,3,0,2,2,3
36540218,365402,2,5,0,2,5,0,2,3,5
37150111,371501,4,5,0,4,5,0,4,1,5
37150112,371501,4,1,0,4,5,0,4,1,5
37150113,371501,2,1,0,5,5,0,3,2,5
37150114,371501,3,0,0,4,4,0,4,1,4
37150115,371501,1,5,0,4,5,0,2,3,5
37150116,371501,1,5,0,4,5,0,2,3,5
37150117,371501,4,4,0,3,3,0,3,1,3
37150210,371502,2,3,0,2,3,0,1,3,3
37150211,371502,2,2,0,3,3,0,2,2,3
37150213,371502,1,1,0,2,3,0,2,2,3
37220310,372203,1,5,0,4,3,0,3,1,3
37220312,372203,0,4,0,2,4,0,1,4,4
37220313,372203,3,0,0,4,4,0,3,2,4
37220314,372203,0,5,0,4,5,0,2,3,5
37220315,372203,7,1,0,5,5,0,3,2,5
37220316,372203,9,1,0,3,3,0,0,4,3
37220317,372203,8,2,0,3,2,0,1,2,2
37220318,372203,7,1,0,3,5,0,3,2,5
37220319,372203,0,5,0,4,5,0,2,3,5
37220320,372203,2,5,0,5,5,0,2,3,5
37220321,372203,0,1,0,3,5,0,1,4,5
37220322,372203,2,5,0,5,5,0,2,3,5
37220324,372203,0,1,0,6,5,0,4,1,5
37220325,372203,2,5,0,4,5,0,3,2,5
38130111,381301,1,1,0,2,1,0,1,1,1
38130112,381301,2,1,0,3,2,0,1,2,2
38130114,381301,5,4,0,1,0,0,0,1,0
38130115,381301,2,1,0,2,3,0,2,2,3
38130116,381301,3,4,0,0,5,0,0,5,5
38130120,381301,0,5,0,2,3,0,1,3,3
38130121,381301,1,0,0,1,5,0,1,4,5
38130122,381301,8,3,0,0,1,0,0,2,1
38130210,381302,0,1,0,3,4,0,2,3,4
38130211,381302,0,1,0,1,3,0,1,3,3
38130212,381302,0,2,0,2,5,0,2,3,5
38130213,381302,0,2,0,4,3,0,2,2,3
38130215,381302,4,1,0,2,1,0,1,1,1
38130216,381302,0,4,0,4,2,0,2,1,2
38130219,381302,1,3,0,3,2,0,2,1,2
38130220,381302,0,3,0,2,5,0,2,3,5
38370112,383701,1,2,0,3,5,0,2,3,5
38370114,383701,0,4,0,2,4,0,1,4,4
38370116,383701,0,3,0,1,5,0,1,4,5
38370118,383701,0,5,0,0,1,0,0,2,1
38370126,383701,2,5,0,2,4,0,2,3,4
38370127,383701,4,5,0,0,0,1,0,1,0
38370128,383701,1,4,0,0,5,0,0,5,5
38370210,383702,5,5,0,4,5,0,2,3,5
38370213,383702,6,2,0,0,1,0,0,2,1
38370214,383702,3,5,0,3,5,0,2,3,5
38370216,383702,5,4,0,2,4,0,2,3,4
38370217,383702,0,4,0,2,4,0,1,4,4
38370218,383702,1,4,0,2,3,0,0,4,3
38370223,383702,2,5,0,6,5,0,3,2,5
38370224,383702,2,4,0,0,5,0,0,5,5
38370226,383702,6,5,0,1,5,0,0,5,5
38370227,383702,0,5,0,4,5,0,3,2,5
38370228,383702,11,5,0,0,5,0,0,5,5
38370229,383702,0,4,0,3,4,0,3,2,4
39070210,390702,0,2,0,5,5,0,3,2,5
39070211,390702,4,4,0,1,3,0,1,3,3
39070212,390702,1,3,0,4,5,0,4,1,5
39070213,390702,0,3,0,6,5,0,5,0,5
39070215,390702,0,3,0,4,4,0,3,2,4
39070217,390702,0,3,0,2,2,0,1,2,2
39070218,390702,1,5,0,2,5,0,2,3,5
39070219,390702,1,5,0,3,4,0,2,3,4
39170110,391701,6,5,0,6,5,0,5,0,5
39170111,391701,2,3,0,5,5,0,4,1,5
39170112,391701,0,5,0,6,5,0,4,1,5
39170113,391701,6,4,0,1,1,0,1,1,1
39170114,391701,2,5,0,1,4,0,1,4,4
39170115,391701,0,5,0,6,5,0,3,2,5
39170117,391701,2,5,0,2,5,0,0,5,5
39170118,391701,4,5,0,1,5,0,1,4,5
39170211,391702,2,5,0,1,1,0,0,2,1
39170212,391702,0,5,0,4,5,0,2,3,5
39170213,391702,3,2,0,4,5,0,1,4,5
39170214,391702,3,5,0,0,3,0,0,4,3
39170215,391702,1,1,0,2,3,0,2,2,3
39170216,391702,1,3,0,3,5,0,2,3,5
39170217,391702,0,5,0,4,1,0,1,1,1
39170218,391702,3,0,0,1,5,0,1,4,5
39170219,391702,0,3,0,3,4,0,2,3,4
39170220,391702,0,2,0,5,3,0,2,2,3
39280110,392801,0,2,0,4,5,0,3,2,5
39280112,392801,10,0,0,4,3,0,3,1,3
39280113,392801,0,3,0,2,3,0,2,2,3
39280114,392801,0,0,1,5,5,0,5,0,5
39280115,392801,2,1,0,4,5,0,4,1,5
39280117,392801,0,5,0,4,4,0,3,2,4
39280118,392801,0,4,0,6,5,0,5,0,5
39280119,392801,1,1,0,4,4,0,4,1,4
39280120,392801,2,1,0,3,5,0,3,2,5
39280121,392801,1,2,0,4,5,0,4,1,5
39280122,392801,2,3,0,7,5,0,5,0,5
39280123,392801,1,0,0,6,5,0,5,0,5
39280127,392801,5,0,0,2,4,0,2,3,4
39280128,392801,2,2,0,4,5,0,4,1,5
39280129,392801,1,5,0,5,3,0,2,2,3
39280130,392801,1,5,0,6,5,0,5,0,5
39280410,392804,0,3,0,4,2,0,1,2,2
39280411,392804,0,2,0,6,5,0,4,1,5
39280412,392804,2,4,0,3,3,0,3,1,3
39280413,392804,1,0,0,1,3,0,1,3,3
39280415,392804,8,4,0,3,4,0,3,2,4
39280416,392804,1,0,0,0,4,0,0,5,4
39280417,392804,0,3,0,6,3,0,3,1,3
39280418,392804,0,3,0,3,3,0,2,2,3
39280419,392804,3,0,0,2,5,0,2,3,5
39280421,392804,0,2,0,4,5,0,3,2,5
39280422,392804,4,5,0,4,5,0,3,2,5
39280423,392804,0,1,0,0,0,1,0,1,0
39280424,392804,0,2,0,4,5,0,3,2,5
39280425,392804,1,0,0,5,4,0,2,3,4
39280427,392804,12,0,0,3,3,0,3,1,3
39890310,398903,2,5,0,5,2,0,2,1,2
39890311,398903,1,4,0,7,5,0,3,2,5
39890312,398903,2,4,0,3,5,0,3,2,5
39890313,398903,4,4,0,2,4,0,2,3,4
39890314,398903,6,5,0,4,5,0,4,1,5
39890316,398903,1,4,0,9,5,0,3,2,5
39890317,398903,0,3,0,6,5,0,4,1,5
39890319,398903,0,5,0,5,5,0,3,2,5
39890320,398903,0,3,0,3,5,0,2,3,5
39890321,398903,4,5,0,3,5,0,3,2,5
39890322,398903,6,5,0,2,3,0,2,2,3
39890324,398903,1,5,0,3,4,0,3,2,4
39890326,398903,17,5,0,0,5,0,0,5,5
39890327,398903,1,2,0,4,5,0,4,1,5
39890511,398905,2,5,0,3,5,0,2,3,5
